posicion,etiqueta
01020470602,30557690100718067293
01020470701,
01020470702,
01020470801,
01020470802,
01020480101,30557690100314011304
01020480102,30557690100819084186
01020480201,
01020480202,
01020480301,
01020480302,
01020480401,
01020480402,
01020480501,30557690100718060482
01020480502,30557690100112066484
01020480601,30557690100921016484
01020480602,30557690100213034507
01020480701,30557690101426070463
01020480702,30557690100112083734
01020480801,
01020480802,
01020490101,30557690101628036393
01020490102,30557690101932014290
01020490201,30557690100819067200
01020490202,30557690101022042442
01020490301,
01020490302,
01020490401,
01020490402,
01020490501,
01020490502,
01020490601,
01020490602,
01020490701,30557690101224045992
01020490702,30557690100617031131
01020490801,
01020490802,
01020500101,
01020500102,
01020500201,
01020500202,
01020500301,
01020500302,
01020500401,
01020500402,
01020500501,
01020500502,
01020500601,
01020500602,
01020500701,
01020500702,
01020500801,
01020500802,
01020510101,
01020510102,
01020510201,
01020510202,
01020510301,
01020510302,
01020510401,30557690100415034041
01020510402,30557690100718069277
01020510501,30557690100112080541
01020510502,30557690101932083696
01020510601,
01020510602,
01020510701,
01020510702,
01020510801,
01020510802,
01020520101,30557690100921037283
01020520102,30557690101628064105
01020520201,
01020520202,
01020520301,
01020520302,
01020520401,
01020520402,
01020520501,
01020520502,
01020520601,
01020520602,
01020520701,30557690101527035221
01020520702,30557690100819096604
01020520801,30557690100617037033
01020520802,30557690101932071140
01020530101,
01020530102,
01020530201,
01020530202,
01020530301,
01020530302,
01020530401,30557690100921099393
01020530402,30557690101932075047
01020530501,
01020530502,
01020530601,
01020530602,
01020530701,30557690101224084781
01020530702,30557690101628099273
01020530801,
01020530802,
01020540101,
01020540102,
01020540201,
01020540202,
01020540301,
01020540302,
01020540401,30557690100112072627
01020540402,30557690101831061261
01020540501,
01020540502,
01020540601,
01020540602,
01020540701,30557690100921082003
01020540702,30557690100921017564
01020540801,30557690101224037294
01020540802,30557690101831025940
01020550101,
01020550102,
01020550201,
01020550202,
01020550301,
01020550302,
01020550401,
01020550402,
01020550501,
01020550502,
01020550601,
01020550602,
01020550701,30557690101932051483
01020550702,30557690101123057754
01020550801,
01020550802,
01020560101,
01020560102,
01020560201,
01020560202,
01020560301,
01020560302,
01020560401,30557690100718074326
01020560402,30557690100516074978
01020560501,
01020560502,
01020560601,
01020560602,
01020560701,
01020560702,
01020560801,
01020560802,
01020570101,30557690100011085945
01020570102,30557690101426068891
01020570201,
01020570202,
01020570301,
01020570302,
01020570401,30557690100314070494
01020570402,30557690100112035276
01020570501,30557690100213098468
01020570502,30557690101325082812
01020570601,
01020570602,
01020570701,30557690101325014201
01020570702,30557690101224060144
01020570801,
01020570802,
01020580101,
01020580102,
01020580201,
01020580202,
01020580301,30557690101224090232
01020580302,30557690100213098188
01020580401,30557690101325097159
01020580402,30557690100112032545
01020580501,
01020580502,
01020580601,30557690101123056304
01020580602,30557690101224067543
01020580701,
01020580702,
01020580801,30557690101729067471
01020580802,30557690101022022052
01020590101,30557690100415067797
01020590102,30557690100213074273
01020590201,
01020590202,
01020590301,30557690100011045973
01020590302,30557690100112024670
01020590401,30557690100415074510
01020590402,30557690101325095759
01020590501,30557690100617036023
01020590502,30557690100819086868
01020590601,
01020590602,
01020590701,
01020590702,
01020590801,30557690100314058102
01020590802,30557690101729013328
01020600101,30557690101123053229
01020600102,30557690100011014752
01020600201,30557690100819047955
01020600202,30557690101932027832
01020600301,30557690100213055236
01020600302,30557690100617069438
01020600401,
01020600402,
01020600501,
01020600502,
01020600601,
01020600602,
01020600701,
01020600702,
01020600801,
01020600802,
02010010101,
02010010102,
02010010201,
02010010202,
02010010301,
02010010302,
02010010401,
02010010402,
02010010501,
02010010502,
02010010601,
02010010602,
02010010701,
02010010702,
02010010801,30557690101022064405
02010010802,30557690101729096646
02010020101,30557690101831031293
02010020102,30557690100415025190
02010020201,
02010020202,
02010020301,30557690101426082350
02010020302,30557690100718083430
02010020401,
02010020402,
02010020501,
02010020502,
02010020601,
02010020602,
02010020701,
02010020702,
02010020801,
02010020802,
02010030101,
02010030102,
02010030201,30557690101729014520
02010030202,30557690100112097860
02010030301,
02010030302,
02010030401,
02010030402,
02010030501,30557690100516075995
02010030502,30557690101932070791
02010030601,30557690101729079649
02010030602,30557690101831086595
02010030701,
02010030702,
02010030801,
02010030802,
02010040101,
02010040102,
02010040201,30557690101022089234
02010040202,30557690101426069885
02010040301,30557690101831063601
02010040302,30557690101628061683
02010040401,
02010040402,
02010040501,
02010040502,
02010040601,30557690101426016099
02010040602,30557690100213082986
02010040701,
02010040702,
02010040801,
02010040802,
02010050101,
02010050102,
02010050201,
02010050202,
02010050301,
02010050302,
02010050401,
02010050402,
02010050501,30557690101325023525
02010050502,30557690101325015246
02010050601,
02010050602,
02010050701,30557690100415027865
02010050702,30557690101022076969
02010050801,30557690101831096200
02010050802,30557690100718075045
02010060101,
02010060102,
02010060201,30557690100617034312
02010060202,30557690101022097727
02010060301,
02010060302,
02010060401,
02010060402,
02010060501,
02010060502,
02010060601,
02010060602,
02010060701,
02010060702,
02010060801,30557690101426022713
02010060802,30557690100617045857
02010070101,
02010070102,
02010070201,
02010070202,
02010070301,
02010070302,
02010070401,30557690101527056175
02010070402,30557690101224095481
02010070501,
02010070502,
02010070601,
02010070602,
02010070701,
02010070702,
02010070801,
02010070802,
02010080101,
02010080102,
02010080201,30557690101527096843
02010080202,30557690100415046324
02010080301,30557690100718092046
02010080302,30557690101426076211
02010080401,30557690101932088760
02010080402,30557690101831070151
02010080501,
02010080502,
02010080601,30557690101325084586
02010080602,30557690101224069410
02010080701,
02010080702,
02010080801,
02010080802,
02010090101,
02010090102,
02010090201,
02010090202,
02010090301,
02010090302,
02010090401,
02010090402,
02010090501,
02010090502,
02010090601,
02010090602,
02010090701,30557690100314061483
02010090702,30557690100213031643
02010090801,
02010090802,
02010100101,
02010100102,
02010100201,
02010100202,
02010100301,30557690101325025342
02010100302,30557690100516088957
02010100401,
02010100402,
02010100501,30557690101527024679
02010100502,30557690100415048067
02010100601,
02010100602,
02010100701,30557690100819053641
02010100702,30557690101022052373
02010100801,30557690100718067861
02010100802,30557690101729072463
02010110101,
02010110102,
02010110201,
02010110202,
02010110301,
02010110302,
02010110401,30557690101426091874
02010110402,30557690100718045094
02010110501,
02010110502,
02010110601,
02010110602,
02010110701,
02010110702,
02010110801,
02010110802,
02010120101,
02010120102,
02010120201,
02010120202,
02010120301,30557690100415010838
02010120302,30557690100415095354
02010120401,30557690100516050940
02010120402,30557690100011012126
02010120501,
02010120502,
02010120601,
02010120602,
02010120701,
02010120702,
02010120801,30557690101729088642
02010120802,30557690101224041536
02010130101,
02010130102,
02010130201,
02010130202,
02010130301,
02010130302,
02010130401,30557690100617030389
02010130402,30557690101831040885
02010130501,
02010130502,
02010130601,30557690100516045189
02010130602,30557690101224075776
02010130701,
02010130702,
02010130801,30557690101123088841
02010130802,30557690101325025747
02010140101,
02010140102,
02010140201,30557690100314065263
02010140202,30557690101527083780
02010140301,
02010140302,
02010140401,
02010140402,
02010140501,30557690100921046946
02010140502,30557690101224023384
02010140601,30557690100516041920
02010140602,30557690100213015665
02010140701,
02010140702,
02010140801,30557690101325090162
02010140802,30557690100112062650
02010150101,
02010150102,
02010150201,
02010150202,
02010150301,
02010150302,
02010150401,
02010150402,
02010150501,
02010150502,
02010150601,
02010150602,
02010150701,30557690100011081147
02010150702,30557690101022069568
02010150801,
02010150802,
02010160101,
02010160102,
02010160201,30557690101022028150
02010160202,30557690101729024597
02010160301,
02010160302,
02010160401,30557690100011030870
02010160402,30557690101022051034
02010160501,
02010160502,
02010160601,
02010160602,
02010160701,30557690101831020772
02010160702,30557690101729027889
02010160801,30557690101426066644
02010160802,30557690100011060165
02010170101,
02010170102,
02010170201,30557690100213087044
02010170202,30557690100516069397
02010170301,30557690100314088720
02010170302,30557690101932088476
02010170401,
02010170402,
02010170501,30557690100213078241
02010170502,30557690100718017283
02010170601,
02010170602,
02010170701,
02010170702,
02010170801,
02010170802,
02010180101,
02010180102,
02010180201,
02010180202,
02010180301,
02010180302,
02010180401,30557690101932091052
02010180402,30557690101123069860
02010180501,30557690101527070833
02010180502,30557690100921039033
02010180601,
02010180602,
02010180701,30557690100112028306
02010180702,30557690100921055263
02010180801,30557690100112096978
02010180802,30557690100011088962
02010190101,
02010190102,
02010190201,
02010190202,
02010190301,30557690100516018073
02010190302,30557690100314033978
02010190401,
02010190402,
02010190501,30557690100921019517
02010190502,30557690101729029147
02010190601,
02010190602,
02010190701,
02010190702,
02010190801,
02010190802,
02010200101,
02010200102,
02010200201,30557690100921065394
02010200202,30557690100617033831
02010200301,
02010200302,
02010200401,
02010200402,
02010200501,30557690100011031781
02010200502,30557690100011072288
02010200601,
02010200602,
02010200701,30557690101831017277
02010200702,30557690101729072271
02010200801,
02010200802,
02010210101,
02010210102,
02010210201,
02010210202,
02010210301,30557690100314072874
02010210302,30557690100213050250
02010210401,
02010210402,
02010210501,
02010210502,
02010210601,
02010210602,
02010210701,
02010210702,
02010210801,30557690101527042224
02010210802,30557690101224090566
02010220101,
02010220102,
02010220201,
02010220202,
02010220301,
02010220302,
02010220401,
02010220402,
02010220501,
02010220502,
02010220601,
02010220602,
02010220701,
02010220702,
02010220801,
02010220802,
02010230101,
02010230102,
02010230201,30557690101831089041
02010230202,30557690100617020727
02010230301,
02010230302,
02010230401,
02010230402,
02010230501,
02010230502,
02010230601,
02010230602,
02010230701,
02010230702,
02010230801,
02010230802,
02010240101,
02010240102,
02010240201,
02010240202,
02010240301,30557690101325097718
02010240302,30557690101123096289
02010240401,
02010240402,
02010240501,
02010240502,
02010240601,30557690100921091151
02010240602,30557690100617030413
02010240701,30557690100516053158
02010240702,30557690101325034928
02010240801,
02010240802,
02010250101,
02010250102,
02010250201,
02010250202,
02010250301,
02010250302,
02010250401,
02010250402,
02010250501,
02010250502,
02010250601,30557690100819012238
02010250602,30557690100314046193
02010250701,
02010250702,
02010250801,
02010250802,
02010260101,
02010260102,
02010260201,30557690101932028667
02010260202,30557690100516057389
02010260301,
02010260302,
02010260401,
02010260402,
02010260501,
02010260502,
02010260601,
02010260602,
02010260701,30557690100819013573
02010260702,30557690101831055774
02010260801,
02010260802,
02010270101,
02010270102,
02010270201,
02010270202,
02010270301,
02010270302,
02010270401,
02010270402,
02010270501,
02010270502,
02010270601,
02010270602,
02010270701,
02010270702,
02010270801,
02010270802,
02010280101,30557690100314021188
02010280102,30557690101628025312
02010280201,
02010280202,
02010280301,
02010280302,
02010280401,
02010280402,
02010280501,
02010280502,
02010280601,
02010280602,
02010280701,
02010280702,
02010280801,
02010280802,
02010290101,
02010290102,
02010290201,
02010290202,
02010290301,
02010290302,
02010290401,30557690100112075267
02010290402,30557690100011077693
02010290501,
02010290502,
02010290601,
02010290602,
02010290701,
02010290702,
02010290801,
02010290802,
02010300101,
02010300102,
02010300201,
02010300202,
02010300301,
02010300302,
02010300401,30557690101426073908
02010300402,30557690100819077495
02010300501,30557690100617044251
02010300502,30557690101932035916
02010300601,
02010300602,
02010300701,
02010300702,
02010300801,
02010300802,
02010310101,30557690101932085639
02010310102,30557690100617012793
02010310201,
02010310202,
02010310301,
02010310302,
02010310401,
02010310402,
02010310501,
02010310502,
02010310601,
02010310602,
02010310701,
02010310702,
02010310801,
02010310802,
02010320101,30557690101426098313
02010320102,30557690100112020535
02010320201,30557690101325038478
02010320202,30557690100718068540
02010320301,
02010320302,
02010320401,
02010320402,
02010320501,
02010320502,
02010320601,30557690100112096876
02010320602,30557690101729060329
02010320701,30557690100516094248
02010320702,30557690101831048897
02010320801,30557690100314096821
02010320802,30557690100819090202
02010330101,
02010330102,
02010330201,30557690100314078648
02010330202,30557690101325068581
02010330301,
02010330302,
02010330401,30557690100921030478
02010330402,30557690100011059146
02010330501,
02010330502,
02010330601,
02010330602,
02010330701,
02010330702,
02010330801,30557690100112096442
02010330802,30557690100213087713
02010340101,
02010340102,
02010340201,30557690100617010831
02010340202,30557690100921047844
02010340301,
02010340302,
02010340401,
02010340402,
02010340501,
02010340502,
02010340601,30557690100213060840
02010340602,30557690100617022107
02010340701,30557690100617027186
02010340702,30557690101729012109
02010340801,
02010340802,
02010350101,30557690100011063327
02010350102,30557690101628033741
02010350201,
02010350202,
02010350301,
02010350302,
02010350401,30557690101527017457
02010350402,30557690101224085612
02010350501,
02010350502,
02010350601,
02010350602,
02010350701,
02010350702,
02010350801,
02010350802,
02010360101,30557690101831089801
02010360102,30557690100921012715
02010360201,
02010360202,
02010360301,30557690100213084275
02010360302,30557690100718087636
02010360401,30557690101527024412
02010360402,30557690101022068659
02010360501,
02010360502,
02010360601,
02010360602,
02010360701,
02010360702,
02010360801,
02010360802,
02010370101,
02010370102,
02010370201,
02010370202,
02010370301,
02010370302,
02010370401,
02010370402,
02010370501,
02010370502,
02010370601,30557690101729024217
02010370602,30557690100112053107
02010370701,
02010370702,
02010370801,
02010370802,
02010380101,30557690101932028272
02010380102,30557690100819027137
02010380201,30557690100718077795
02010380202,30557690100314097150
02010380301,
02010380302,
02010380401,30557690101729075577
02010380402,30557690101729057448
02010380501,
02010380502,
02010380601,30557690100213050922
02010380602,30557690100617080071
02010380701,
02010380702,
02010380801,30557690101932054690
02010380802,30557690100819017004
02010390101,30557690100516019446
02010390102,30557690100718069304
02010390201,
02010390202,
02010390301,
02010390302,
02010390401,30557690100921037821
02010390402,30557690101022051781
02010390501,
02010390502,
02010390601,
02010390602,
02010390701,
02010390702,
02010390801,
02010390802,
02010400101,
02010400102,
02010400201,
02010400202,
02010400301,30557690101932058287
02010400302,30557690101325084445
02010400401,
02010400402,
02010400501,
02010400502,
02010400601,
02010400602,
02010400701,30557690101224047941
02010400702,30557690100112040339
02010400801,
02010400802,
02010410101,
02010410102,
02010410201,30557690100819016609
02010410202,30557690100718028475
02010410301,
02010410302,
02010410401,30557690100819058750
02010410402,30557690101527093342
02010410501,30557690101527055154
02010410502,30557690101022049681
02010410601,30557690100921057368
02010410602,30557690101932076833
02010410701,
02010410702,
02010410801,30557690101426091459
02010410802,30557690101325020137
02010420101,
02010420102,
02010420201,30557690101123045468
02010420202,30557690100516032998
02010420301,30557690101224047265
02010420302,30557690101628036904
02010420401,
02010420402,
02010420501,
02010420502,
02010420601,
02010420602,
02010420701,
02010420702,
02010420801,30557690101932019487
02010420802,30557690101123086526
02010430101,
02010430102,
02010430201,
02010430202,
02010430301,30557690101932075541
02010430302,30557690101729043048
02010430401,
02010430402,
02010430501,
02010430502,
02010430601,30557690101224067084
02010430602,30557690100112028203
02010430701,30557690100314012923
02010430702,30557690101123063648
02010430801,30557690101527038119
02010430802,30557690101123035281
02010440101,30557690100617031341
02010440102,30557690100112027609
02010440201,30557690100314067477
02010440202,30557690100415026012
02010440301,
02010440302,
02010440401,
02010440402,
02010440501,
02010440502,
02010440601,
02010440602,
02010440701,
02010440702,
02010440801,30557690101426060912
02010440802,30557690101932071692
02010450101,30557690101729029519
02010450102,30557690100415053384
02010450201,30557690101729039185
02010450202,30557690101729051386
02010450301,
02010450302,
02010450401,
02010450402,
02010450501,
02010450502,
02010450601,30557690100415032981
02010450602,30557690100921040990
02010450701,
02010450702,
02010450801,30557690101628045328
02010450802,30557690101932052565
02010460101,
02010460102,
02010460201,30557690100314026786
02010460202,30557690101932037166
02010460301,
02010460302,
02010460401,30557690100718096160
02010460402,30557690101123091247
02010460501,
02010460502,
02010460601,
02010460602,
02010460701,
02010460702,
02010460801,
02010460802,
02010470101,
02010470102,
02010470201,30557690100314082498
02010470202,30557690100213091065
02010470301,
02010470302,
02010470401,
02010470402,
02010470501,30557690101123098698
02010470502,30557690100112027791
02010470601,30557690100819088705
02010470602,30557690100112085476
02010470701,
02010470702,
02010470801,
02010470802,
02010480101,30557690100213072831
02010480102,30557690100617023560
02010480201,30557690101628022261
02010480202,30557690101325068335
02010480301,
02010480302,
02010480401,
02010480402,
02010480501,30557690101932068841
02010480502,30557690100617087490
02010480601,
02010480602,
02010480701,
02010480702,
02010480801,30557690101831073786
02010480802,30557690101325010515
02010490101,30557690100213044789
02010490102,30557690101123069983
02010490201,
02010490202,
02010490301,30557690101224012996
02010490302,30557690101628091065
02010490401,30557690100516014617
02010490402,30557690100516092759
02010490501,
02010490502,
02010490601,
02010490602,
02010490701,30557690101426065303
02010490702,30557690100213010368
02010490801,
02010490802,
02010500101,30557690101022095944
02010500102,30557690100718062491
02010500201,30557690101224051663
02010500202,30557690101325044437
02010500301,30557690101426018825
02010500302,30557690101426031668
02010500401,
02010500402,
02010500501,30557690100011092819
02010500502,30557690100718067630
02010500601,
02010500602,
02010500701,
02010500702,
02010500801,30557690100819058327
02010500802,30557690101325091934
02010510101,30557690100617018324
02010510102,30557690100314078607
02010510201,30557690100415072787
02010510202,30557690101123076732
02010510301,30557690101628023260
02010510302,30557690100921052887
02010510401,
02010510402,
02010510501,30557690100921045060
02010510502,30557690100921062398
02010510601,30557690101729061744
02010510602,30557690100213087117
02010510701,30557690100112035869
02010510702,30557690100819018210
02010510801,
02010510802,
02010520101,
02010520102,
02010520201,
02010520202,
02010520301,
02010520302,
02010520401,
02010520402,
02010520501,30557690100516020547
02010520502,30557690101932071249
02010520601,
02010520602,
02010520701,
02010520702,
02010520801,
02010520802,
02010530101,
02010530102,
02010530201,
02010530202,
02010530301,
02010530302,
02010530401,
02010530402,
02010530501,
02010530502,
02010530601,
02010530602,
02010530701,30557690101628091591
02010530702,30557690101628089978
02010530801,30557690100415069446
02010530802,30557690101123084941
02010540101,30557690101527015581
02010540102,30557690100112034212
02010540201,
02010540202,
02010540301,30557690101224017856
02010540302,30557690100415013918
02010540401,
02010540402,
02010540501,
02010540502,
02010540601,
02010540602,
02010540701,30557690100516025997
02010540702,30557690101729026553
02010540801,30557690101628050690
02010540802,30557690100617093280
02010550101,
02010550102,
02010550201,
02010550202,
02010550301,
02010550302,
02010550401,
02010550402,
02010550501,
02010550502,
02010550601,
02010550602,
02010550701,30557690100112082938
02010550702,30557690100112091950
02010550801,
02010550802,
02010560101,30557690100718048139
02010560102,30557690100112061585
02010560201,
02010560202,
02010560301,30557690101325090723
02010560302,30557690101628036143
02010560401,
02010560402,
02010560501,
02010560502,
02010560601,
02010560602,
02010560701,
02010560702,
02010560801,30557690101123071690
02010560802,30557690101831078001
02010570101,30557690100314035542
02010570102,30557690100819074943
02010570201,30557690100213068964
02010570202,30557690101729087755
02010570301,
02010570302,
02010570401,
02010570402,
02010570501,
02010570502,
02010570601,
02010570602,
02010570701,
02010570702,
02010570801,30557690101426061683
02010570802,30557690101325075019
02010580101,
02010580102,
02010580201,30557690101224085059
02010580202,30557690101123059761
02010580301,
02010580302,
02010580401,
02010580402,
02010580501,30557690101224071414
02010580502,30557690101932024459
02010580601,
02010580602,
02010580701,
02010580702,
02010580801,30557690100617056734
02010580802,30557690101426081907
02010590101,
02010590102,
02010590201,
02010590202,
02010590301,
02010590302,
02010590401,30557690101932025333
02010590402,30557690101932093437
02010590501,30557690101628077623
02010590502,30557690100718071976
02010590601,30557690101123018329
02010590602,30557690101325020789
02010590701,
02010590702,
02010590801,30557690101729089822
02010590802,30557690101628027366
02010600101,30557690101831014119
02010600102,30557690100314044504
02010600201,
02010600202,
02010600301,
02010600302,
02010600401,
02010600402,
02010600501,
02010600502,
02010600601,
02010600602,
02010600701,
02010600702,
02010600801,30557690100112046960
02010600802,30557690100112064926
02020010101,30557690101123088316
02020010102,30557690101224025190
02020010201,
02020010202,
02020010301,30557690101729071229
02020010302,30557690101932069479
02020010401,
02020010402,
02020010501,
02020010502,
02020010601,
02020010602,
02020010701,30557690100819064854
02020010702,30557690100112030144
02020010801,
02020010802,
02020020101,
02020020102,
02020020201,
02020020202,
02020020301,
02020020302,
02020020401,
02020020402,
02020020501,30557690101325084680
02020020502,30557690100112049877
02020020601,
02020020602,
02020020701,30557690101527034596
02020020702,30557690101224076358
02020020801,30557690101325071040
02020020802,30557690101831083998
02020030101,
02020030102,
02020030201,
02020030202,
02020030301,
02020030302,
02020030401,30557690101426032222
02020030402,30557690101426080414
02020030501,30557690100415078340
02020030502,30557690100314090725
02020030601,
02020030602,
02020030701,
02020030702,
02020030801,
02020030802,
02020040101,
02020040102,
02020040201,
02020040202,
02020040301,
02020040302,
02020040401,
02020040402,
02020040501,
02020040502,
02020040601,
02020040602,
02020040701,30557690100617024160
02020040702,30557690101224096672
02020040801,
02020040802,
02020050101,
02020050102,
02020050201,
02020050202,
02020050301,30557690100112082822
02020050302,30557690101729035045
02020050401,30557690101224095796
02020050402,30557690101224062672
02020050501,
02020050502,
02020050601,
02020050602,
02020050701,30557690101022048475
02020050702,30557690100213062998
02020050801,30557690101325086919
02020050802,30557690101123056235
02020060101,
02020060102,
02020060201,30557690100112086354
02020060202,30557690101831088221
02020060301,30557690101224064365
02020060302,30557690101729018153
02020060401,
02020060402,
02020060501,30557690101426045310
02020060502,30557690101729054125
02020060601,
02020060602,
02020060701,
02020060702,
02020060801,
02020060802,
02020070101,
02020070102,
02020070201,
02020070202,
02020070301,
02020070302,
02020070401,
02020070402,
02020070501,30557690101527011918
02020070502,30557690100516099436
02020070601,
02020070602,
02020070701,30557690100314030763
02020070702,30557690100516050095
02020070801,
02020070802,
02020080101,
02020080102,
02020080201,
02020080202,
02020080301,
02020080302,
02020080401,
02020080402,
02020080501,
02020080502,
02020080601,
02020080602,
02020080701,
02020080702,
02020080801,30557690101628075197
02020080802,30557690100314046137
02020090101,
02020090102,
02020090201,30557690100718062300
02020090202,30557690101527066222
02020090301,30557690101729044519
02020090302,30557690100011057568
02020090401,
02020090402,
02020090501,30557690101325047083
02020090502,30557690101628083965
02020090601,
02020090602,
02020090701,
02020090702,
02020090801,
02020090802,
02020100101,30557690101831095203
02020100102,30557690100314061257
02020100201,
02020100202,
02020100301,30557690101831023099
02020100302,30557690101022069081
02020100401,
02020100402,
02020100501,30557690100112050588
02020100502,30557690100112082935
02020100601,
02020100602,
02020100701,30557690100314021969
02020100702,30557690100921042423
02020100801,30557690101831054630
02020100802,30557690100314016131
02020110101,
02020110102,
02020110201,30557690100112047231
02020110202,30557690101123039511
02020110301,30557690101224023078
02020110302,30557690100314081638
02020110401,30557690101628049207
02020110402,30557690101325081186
02020110501,
02020110502,
02020110601,
02020110602,
02020110701,30557690100112056192
02020110702,30557690100718042998
02020110801,
02020110802,
02020120101,
02020120102,
02020120201,
02020120202,
02020120301,
02020120302,
02020120401,
02020120402,
02020120501,
02020120502,
02020120601,
02020120602,
02020120701,
02020120702,
02020120801,
02020120802,
02020130101,
02020130102,
02020130201,
02020130202,
02020130301,
02020130302,
02020130401,
02020130402,
02020130501,
02020130502,
02020130601,
02020130602,
02020130701,
02020130702,
02020130801,
02020130802,
02020140101,
02020140102,
02020140201,30557690100213019422
02020140202,30557690101224036543
02020140301,30557690101224074357
02020140302,30557690100617062790
02020140401,
02020140402,
02020140501,
02020140502,
02020140601,
02020140602,
02020140701,
02020140702,
02020140801,
02020140802,
02020150101,
02020150102,
02020150201,30557690101628010726
02020150202,30557690101123067207
02020150301,
02020150302,
02020150401,
02020150402,
02020150501,
02020150502,
02020150601,
02020150602,
02020150701,30557690100516074854
02020150702,30557690101022073632
02020150801,
02020150802,
02020160101,
02020160102,
02020160201,30557690101123075023
02020160202,30557690100213067465
02020160301,
02020160302,
02020160401,
02020160402,
02020160501,
02020160502,
02020160601,
02020160602,
02020160701,
02020160702,
02020160801,30557690100415022456
02020160802,30557690100011071636
02020170101,
02020170102,
02020170201,
02020170202,
02020170301,30557690100415038189
02020170302,30557690101426065400
02020170401,
02020170402,
02020170501,30557690100718070066
02020170502,30557690100617019698
02020170601,
02020170602,
02020170701,
02020170702,
02020170801,
02020170802,
02020180101,30557690101426053834
02020180102,30557690100921011376
02020180201,
02020180202,
02020180301,
02020180302,
02020180401,
02020180402,
02020180501,
02020180502,
02020180601,
02020180602,
02020180701,
02020180702,
02020180801,30557690100415046543
02020180802,30557690100921036673
02020190101,30557690100213065628
02020190102,30557690100112030341
02020190201,
02020190202,
02020190301,
02020190302,
02020190401,
02020190402,
02020190501,
02020190502,
02020190601,30557690101831050739
02020190602,30557690100718058215
02020190701,
02020190702,
02020190801,
02020190802,
02020200101,
02020200102,
02020200201,
02020200202,
02020200301,
02020200302,
02020200401,
02020200402,
02020200501,
02020200502,
02020200601,
02020200602,
02020200701,30557690100112072718
02020200702,30557690100819062607
02020200801,30557690100718085259
02020200802,30557690100516028496
02020210101,
02020210102,
02020210201,
02020210202,
02020210301,30557690101426081338
02020210302,30557690100819041898
02020210401,
02020210402,
02020210501,
02020210502,
02020210601,
02020210602,
02020210701,30557690101022024404
02020210702,30557690100314025184
02020210801,30557690100921053160
02020210802,30557690100819068703
02020220101,
02020220102,
02020220201,
02020220202,
02020220301,
02020220302,
02020220401,
02020220402,
02020220501,
02020220502,
02020220601,
02020220602,
02020220701,
02020220702,
02020220801,30557690100819076210
02020220802,30557690100011012712
02020230101,30557690101932055191
02020230102,30557690100617085039
02020230201,
02020230202,
02020230301,
02020230302,
02020230401,
02020230402,
02020230501,
02020230502,
02020230601,
02020230602,
02020230701,
02020230702,
02020230801,
02020230802,
02020240101,
02020240102,
02020240201,
02020240202,
02020240301,30557690100819091975
02020240302,30557690101224093421
02020240401,
02020240402,
02020240501,
02020240502,
02020240601,30557690101932012230
02020240602,30557690100011019172
02020240701,
02020240702,
02020240801,30557690100314011582
02020240802,30557690101831087358
02020250101,30557690100213092989
02020250102,30557690100617075749
02020250201,
02020250202,
02020250301,30557690101527082869
02020250302,30557690100617064500
02020250401,30557690100718079849
02020250402,30557690101527061626
02020250501,
02020250502,
02020250601,
02020250602,
02020250701,30557690101022025685
02020250702,30557690101831063978
02020250801,30557690101325020793
02020250802,30557690101729047099
02020260101,
02020260102,
02020260201,
02020260202,
02020260301,30557690100617080078
02020260302,30557690100718040561
02020260401,
02020260402,
02020260501,
02020260502,
02020260601,30557690100516031341
02020260602,30557690100011082558
02020260701,
02020260702,
02020260801,
02020260802,
02020270101,
02020270102,
02020270201,
02020270202,
02020270301,
02020270302,
02020270401,30557690101325025088
02020270402,30557690100314084819
02020270501,
02020270502,
02020270601,30557690100415048694
02020270602,30557690101628044307
02020270701,
02020270702,
02020270801,
02020270802,
02020280101,
02020280102,
02020280201,
02020280202,
02020280301,
02020280302,
02020280401,30557690100617029823
02020280402,30557690100011061299
02020280501,
02020280502,
02020280601,30557690100112065084
02020280602,30557690100617050396
02020280701,
02020280702,
02020280801,
02020280802,
02020290101,
02020290102,
02020290201,30557690100112022055
02020290202,30557690100921020509
02020290301,
02020290302,
02020290401,
02020290402,
02020290501,
02020290502,
02020290601,
02020290602,
02020290701,
02020290702,
02020290801,30557690100617082147
02020290802,30557690100516011694
02020300101,30557690100314068719
02020300102,30557690101729083043
02020300201,
02020300202,
02020300301,
02020300302,
02020300401,
02020300402,
02020300501,30557690100718019221
02020300502,30557690101729044483
02020300601,30557690100011075140
02020300602,30557690101729066432
02020300701,30557690100112036348
02020300702,30557690100718062338
02020300801,
02020300802,
02020310101,
02020310102,
02020310201,
02020310202,
02020310301,
02020310302,
02020310401,30557690101932030143
02020310402,30557690100617084962
02020310501,30557690100617021194
02020310502,30557690101224044950
02020310601,
02020310602,
02020310701,
02020310702,
02020310801,30557690101426058342
02020310802,30557690100314057182
02020320101,30557690101527083293
02020320102,30557690101123094933
02020320201,
02020320202,
02020320301,30557690101426046566
02020320302,30557690101123033906
02020320401,
02020320402,
02020320501,
02020320502,
02020320601,30557690100314069852
02020320602,30557690101022032753
02020320701,
02020320702,
02020320801,
02020320802,
02020330101,30557690101224093969
02020330102,30557690100011082286
02020330201,
02020330202,
02020330301,
02020330302,
02020330401,30557690100314026667
02020330402,30557690101426086418
02020330501,
02020330502,
02020330601,
02020330602,
02020330701,
